index,TID,loc_name,loc_number,loc_type,brand,address,city,state,neighborhood,postal_code,phone,latitude,longitude,hours_of_operation,services_included,RunID,RunDate,InsertUpdateTime,store_type
371,10697,South College Marketplace,00158,C,HART,"820 South College Street Wilmington, NC 28403",Wilmington,NC,NEW HANOVER COUNTY,28403,9104529242.0,34.2200189,-77.8858453,Sun - Sat: 6:00 AM - 10:00 PM,View Weekly Ad,46272,2022-05-03 08:17:28,2022-05-03 20:56:42,Store
372,10698,Waterford Village,00225,C,HART,"2021 Old Regent Way Leland, NC 28451",Leland,NC,BRUNSWICK COUNTY,28451,9103713944.0,34.2194657,-78.0193355,Sun - Sat: 6:00 AM - 10:00 PM,View Weekly Ad,46272,2022-05-03 08:17:28,2022-05-03 20:56:42,Store
373,10699,Long Leaf Mall,00441,C,HART,"2800 S. College Rd Wilmington, NC 28412",Wilmington,NC,NEW HANOVER COUNTY,28412,9107914505.0,34.1966872,-77.8905119,Sun - Sat: 6:00 AM - 10:00 PM,View Weekly Ad,46272,2022-05-03 08:17:28,2022-05-03 20:56:42,Store
374,10700,Mayfaire,00210,C,HART,"6805 Parker Farm Rd Unit #C10 Wilmington, NC 28405",Wilmington,NC,NEW HANOVER COUNTY,28405,9102561071.0,34.2362431,-77.8312973,Sun - Sat: 6:00 AM - 10:00 PM,View Weekly Ad,46272,2022-05-03 08:17:28,2022-05-03 20:56:42,Store
375,10701,Lumina Commons,00301,C,HART,"1940 Eastwood Rd WILMINGTON, NC 28403",WILMINGTON,NC,NEW HANOVER COUNTY,28403,9102562015.0,34.2209208,-77.8221637,Sun - Sat: 6:00 AM - 10:00 PM,View Weekly Ad,46272,2022-05-03 08:17:28,2022-05-03 20:56:42,Store
376,10702,Beau Rivage Marketplace,00096,C,HART,"5920 Carolina Beach Road Wilmington, NC 28412",Wilmington,NC,NEW HANOVER COUNTY,28412,9107963091.0,34.1247729,-77.9024682,Sun - Sat: 6:00 AM - 10:00 PM,View Weekly Ad,46272,2022-05-03 08:17:28,2022-05-03 20:56:42,Store
377,10703,Oak Landing,00191,C,HART,"8260 Market Street Wilmington, NC 28411",Wilmington,NC,NEW HANOVER COUNTY,28411,9106810571.0,34.2979076,-77.7901491,Sun - Sat: 6:00 AM - 10:00 PM,View Weekly Ad,46272,2022-05-03 08:17:28,2022-05-03 20:56:42,Store
378,10704,Surf City Crossing,00135,C,HART,"203 Alston Boulevard Hampstead, NC 28443",Hampstead,NC,Pender County,28443,9103290711.0,34.4508682,-77.6052461,Sun - Sat: 6:00 AM - 10:00 PM,View Weekly Ad,46272,2022-05-03 08:17:28,2022-05-03 20:56:42,Store
379,10705,Ocean Plaza,00020,C,KROGER,"781 Main Street North Myrtle Beach, SC 29582",North Myrtle Beach,SC,HORRY COUNTY,29582,8432499950.0,33.8265946,-78.6799374,Sun - Sat: 6:00 AM - 11:00 PM,Online Deli/Bakery Ordering|View Weekly Ad,46272,2022-05-03 08:17:28,2022-05-03 20:56:56,Store
380,10706,Galleria Shopping Center,00016,C,KROGER,"9610 N Kings Hwy Myrtle Beach, SC 29572",Myrtle Beach,SC,HORRY COUNTY,29572,8434499671.0,33.7770368,-78.7931153,Sun - Sat: 6:00 AM - 11:00 PM,Online Deli/Bakery Ordering|View Weekly Ad,46272,2022-05-03 08:17:28,2022-05-03 20:57:01,Store
381,10707,Carolina Forest Plaza,00026,C,KROGER,"3735 Renee Drive Myrtle Beach, SC 29579",Myrtle Beach,SC,HORRY COUNTY,29579,8432364212.0,33.7609408,-78.9663925,Sun - Sat: 6:00 AM - 11:00 PM,Online Deli/Bakery Ordering|View Weekly Ad,46272,2022-05-03 08:17:28,2022-05-03 20:57:01,Store
382,10708,Govenors Station,00265,C,HART,"5000 US Hwy 70 Suite 100 Morehead City, NC 28557",Morehead City,NC,Carteret County,28557,2522403742.0,34.7359183,-76.7923682,Sun - Sat: 6:00 AM - 10:00 PM,View Weekly Ad,46272,2022-05-03 08:17:28,2022-05-03 20:59:12,Store
383,10709,Garden City Beach,00025,C,KROGER,"2939 S Highway 17 Murrells Inlet, SC 29576",Murrells Inlet,SC,HORRY COUNTY,29576,8433574303.0,33.5837914,-79.0125762,Sun - Sat: 6:00 AM - 11:00 PM,Online Deli/Bakery Ordering|View Weekly Ad,46272,2022-05-03 08:17:28,2022-05-03 20:59:16,Store
384,10710,Walgreens Gatlinburg,13107,WG,KROGER,"811 Parkway Gatlinburg, TN 37738",Gatlinburg,TN,SEVIER COUNTY,37738,,35.711449,-83.519042,Sun - Sat: 8:00 AM - 10:00 PM,View Weekly Ad,46272,2022-05-03 08:17:28,2022-05-03 21:11:52,Store
385,10711,Walgreens New Riverside Dr,12448,WG,KROGER,"303 New Riverside Dr Sevierville, TN 37862",Sevierville,TN,SEVIER COUNTY,37862,8659085554.0,35.86377,-83.5075,Sun - Sat: 8:00 AM - 10:00 PM,View Weekly Ad,46272,2022-05-03 08:17:28,2022-05-03 21:11:52,Store
386,10712,Walgreens Pigeon Forge,07048,WG,KROGER,"3071 Parkway Pigeon Forge, TN 37863",Pigeon Forge,TN,SEVIER COUNTY,37863,,35.795478,-83.562142,Sun - Sat: 24 Hours,View Weekly Ad,46272,2022-05-03 08:17:28,2022-05-03 21:11:52,Store
387,10713,Pigeon Forge,00536,C,KROGER,"220 Wears Valley Rd Pigeon Forge, TN 37863",Pigeon Forge,TN,SEVIER COUNTY,37863,8654290874.0,35.804633,-83.5820911,Sun - Sat: 7:00 AM - 11:00 PM,Online Deli/Bakery Ordering|View Weekly Ad,46272,2022-05-03 08:17:28,2022-05-03 21:11:52,Store
388,10714,Walgreens Sevierville,03284,WG,KROGER,"1840 Parkway Sevierville, TN 37862",Sevierville,TN,SEVIER COUNTY,37862,8654283954.0,35.828195,-83.575313,Sun - Sat: 24 Hours,View Weekly Ad,46272,2022-05-03 08:17:28,2022-05-03 21:11:52,Store
389,10715,Walgreens Forks of The River Pkwy,06609,WG,KROGER,"119 Forks of the River Pkwy Sevierville, TN 37862",Sevierville,TN,SEVIER COUNTY,37862,,35.869175,-83.5686,Sun - Sat: 24 Hours,View Weekly Ad,46272,2022-05-03 08:17:28,2022-05-03 21:11:52,Store
390,10716,Sevierville,00562,C,KROGER,"702 Winfield Dunn Pkwy Sevierville, TN 37876",Sevierville,TN,SEVIER COUNTY,37876,8654291198.0,35.8793843,-83.5753107,Sun - Sat: 7:00 AM - 11:00 PM,Online Deli/Bakery Ordering|View Weekly Ad,46272,2022-05-03 08:17:28,2022-05-03 21:11:52,Store
391,10717,Walgreens Seymour,07407,WG,KROGER,"11305 Chapman Hwy SE Seymour, TN 37865",Seymour,TN,SEVIER COUNTY,37865,,35.871064,-83.758633,Sun - Sat: 8:00 AM - 10:00 PM,View Weekly Ad,46272,2022-05-03 08:17:28,2022-05-03 21:16:46,Store
392,10718,Seymour Shopping,00581,C,KROGER,"10721 Chapman Hwy Seymour, TN 37865",Seymour,TN,SEVIER COUNTY,37865,8656091909.0,35.8771278,-83.774359,Sun - Sat: 7:00 AM - 10:00 PM,Online Deli/Bakery Ordering|View Weekly Ad,46272,2022-05-03 08:17:28,2022-05-03 21:16:46,Store
393,10719,Walgreens 321,15906,WG,KROGER,"1602 E Lamar Alexander Pkwy Maryville, TN 37804",Maryville,TN,BLOUNT COUNTY,37804,8659776854.0,35.754753,-83.950227,Sun - Sat: 8:00 AM - 10:00 PM,View Weekly Ad,46272,2022-05-03 08:17:28,2022-05-03 21:18:44,Store
394,10720,Walgreens US Hwy 411 S,11699,WG,KROGER,"2409 US Highway 411 S Maryville, TN 37801",Maryville,TN,BLOUNT COUNTY,37801,8659818898.0,35.7175,-84.01435,Sun - Sat: 8:00 AM - 10:00 PM,View Weekly Ad,46272,2022-05-03 08:17:28,2022-05-03 21:19:40,Store
395,10721,Walgreens Foothills Mall Dr,06993,WG,KROGER,"220 Foothills Mall Dr Maryville, TN 37801",Maryville,TN,BLOUNT COUNTY,37801,8653797899.0,35.73883,-83.994009,Sun - Sat: 24 Hours,View Weekly Ad,46272,2022-05-03 08:17:28,2022-05-03 21:19:41,Store
396,10722,Maryville Marketplace,00683,M,KROGER,"507 N. Foothills Plaza Maryville, TN 37801",Maryville,TN,BLOUNT COUNTY,37801,8652387433.0,35.741639,-83.9944156,Sun - Sat: 6:00 AM - 11:00 PM,Online Deli/Bakery Ordering|View Weekly Ad,46272,2022-05-03 08:17:28,2022-05-03 21:19:41,Store
397,10723,Alcoa,00862,C,KROGER,"244 S Hall Rd Alcoa, TN 37701",Alcoa,TN,BLOUNT COUNTY,37701,8659847130.0,35.7638937,-83.9715229,Sun - Sat: 7:00 AM - 10:00 PM,Online Deli/Bakery Ordering|View Weekly Ad,46272,2022-05-03 08:17:28,2022-05-03 21:19:41,Store
398,10724,Walgreens Alcoa,03388,WG,KROGER,"225 N Hall Rd Alcoa, TN 37701",Alcoa,TN,BLOUNT COUNTY,37701,,35.767928,-83.974933,Sun - Sat: 24 Hours,View Weekly Ad,46272,2022-05-03 08:17:28,2022-05-03 21:19:41,Store
399,10725,Walgreens S Northshore Dr,04199,WG,KROGER,"9536 Northshore Dr SW Knoxville, TN 37922",Knoxville,TN,KNOX COUNTY,37922,8656940827.0,35.860205,-84.06897,Sun - Sat: 8:00 AM - 10:00 PM,View Weekly Ad,46272,2022-05-03 08:17:28,2022-05-03 21:19:41,Store
400,10726,Northshore,00525,C,KROGER,"9501 S Northshore Dr Knoxville, TN 37922",Knoxville,TN,KNOX COUNTY,37922,8656939005.0,35.8625823,-84.0689519,Sun - Sat: 7:00 AM - 10:00 PM,Online Deli/Bakery Ordering|View Weekly Ad,46272,2022-05-03 08:17:28,2022-05-03 21:19:41,Store
401,10727,Walgreens Lenoir City,05502,WG,KROGER,"350 Highway 321 N Lenoir City, TN 37771",Lenoir City,TN,Loudon County,37771,8659863876.0,35.80101,-84.26066,Sun - Sat: 8:00 AM - 10:00 PM,View Weekly Ad,46272,2022-05-03 08:17:28,2022-05-03 21:19:41,Store
402,10728,Walgreens Chapman Hwy,11174,WG,KROGER,"7400 Chapman Hwy Knoxville, TN 37920",Knoxville,TN,KNOX COUNTY,37920,8653427167.0,35.909469,-83.846339,Sun - Sat: 8:00 AM - 8:00 PM,View Weekly Ad,46272,2022-05-03 08:17:28,2022-05-03 21:19:41,Store
403,10729,Burgess Crossing,00620,C,KROGER,"115 Bill Wigington Pkwy Jasper, GA 30143",Jasper,GA,PICKENS COUNTY,30143,7066921200.0,34.4666765,-84.4625828,Sun - Sat: 6:00 AM - 11:00 PM,Online Deli/Bakery Ordering|View Weekly Ad,46272,2022-05-03 08:17:28,2022-05-03 21:19:44,Store
404,10730,Kroger Marketplace,00670,M,KROGER,"378 Marketplace Parkway Dawsonville, GA 30534",Dawsonville,GA,DAWSON COUNTY,30534,4703751989.0,34.350197,-84.053207,Sun - Sat: 6:00 AM - 11:00 PM,Online Deli/Bakery Ordering|View Weekly Ad,46272,2022-05-03 08:17:28,2022-05-03 21:19:44,Store
405,10731,Thompson Bridge Commons,00437,C,KROGER,"3630 Thompson Bridge Rd Gainesville, GA 30506",Gainesville,GA,HALL COUNTY,30506,7705321143.0,34.3735899,-83.8698354,Sun - Sat: 6:00 AM - 11:00 PM,Online Deli/Bakery Ordering|View Weekly Ad,46272,2022-05-03 08:17:28,2022-05-03 21:19:44,Store
406,10732,Irmo Station - St Andrews Rd,00002,C,KROGER,"7467 Saint Andrews Rd Irmo, SC 29063",Irmo,SC,LEXINGTON COUNTY,29063,8037320423.0,34.085839,-81.186288,Sun - Sat: 6:00 AM - 11:00 PM,Online Deli/Bakery Ordering|View Weekly Ad,46272,2022-05-03 08:17:28,2022-05-03 21:19:48,Store
407,10733,Aiken,00675,C,KROGER,"1795 Whiskey Rd Aiken, SC 29803",Aiken,SC,AIKEN COUNTY,29803,8036425280.0,33.5236551,-81.7220202,Sun - Sat: 6:00 AM - 11:00 PM,Online Deli/Bakery Ordering|View Weekly Ad,46272,2022-05-03 08:17:28,2022-05-03 21:19:48,Store
408,10734,Forest Acres,00012,C,KROGER,"3403 Forest Drive Columbia, SC 29204",Columbia,SC,RICHLAND COUNTY,29204,8037380225.0,34.0199676,-80.9912105,Sun - Sat: 6:00 AM - 11:00 PM,Online Deli/Bakery Ordering|View Weekly Ad,46272,2022-05-03 08:17:28,2022-05-03 21:19:48,Store
409,10735,River Commons,00640,C,KROGER,"1284 Knox Ave North Augusta, SC 29841",North Augusta,SC,AIKEN COUNTY,29841,8034424500.0,33.5063667,-81.9603801,Sun - Sat: 6:00 AM - 11:00 PM,Online Deli/Bakery Ordering|View Weekly Ad,46272,2022-05-03 08:17:28,2022-05-03 21:19:48,Store
410,10736,Killians Crossing,00678,M,KROGER,"1028 Roberts Branch Pkwy Columbia, SC 29203",Columbia,SC,RICHLAND COUNTY,29203,8032347130.0,34.143218,-80.951511,Sun - Sat: 6:00 AM - 11:00 PM,Online Deli/Bakery Ordering|View Weekly Ad,46272,2022-05-03 08:17:28,2022-05-03 21:19:48,Store
411,10737,Washington Walk,00676,C,KROGER,"2801 Washington Road Augusta, GA 30909",Augusta,GA,RICHMOND COUNTY,30909,7067317300.0,33.5118756,-82.0293532,Sun - Sat: 6:00 AM - 11:00 PM,Online Deli/Bakery Ordering|View Weekly Ad,46272,2022-05-03 08:17:28,2022-05-03 21:19:48,Store
412,10738,Sparkleberry Square SC,00448,C,KROGER,"10136 Two Notch Rd Columbia, SC 29229",Columbia,SC,RICHLAND COUNTY,29229,8037886171.0,34.114865,-80.882523,Sun - Sat: 6:00 AM - 11:00 PM,Online Deli/Bakery Ordering|View Weekly Ad,46272,2022-05-03 08:17:28,2022-05-03 21:19:48,Store
413,10739,Evans Crossing,00414,C,KROGER,"4355 Washington Rd Evans, GA 30809",Evans,GA,COLUMBIA COUNTY,30809,7068684510.0,33.5417455,-82.1321558,Sun - Sat: 6:00 AM - 11:00 PM,Online Deli/Bakery Ordering|View Weekly Ad,46272,2022-05-03 08:17:28,2022-05-03 21:19:48,Store
414,10740,Merchants Village,00294,C,KROGER,"4115 Columbia Road Martinez, GA 30907",Martinez,GA,COLUMBIA COUNTY,30907,7068639635.0,33.5095909,-82.1081989,Sun - Sat: 6:00 AM - 11:00 PM,Online Deli/Bakery Ordering|View Weekly Ad,46272,2022-05-03 08:17:28,2022-05-03 21:19:48,Store
415,10741,Augusta Marketplace,00644,M,KROGER,"435 Lewiston Road Grovetown, GA 30813",Grovetown,GA,COLUMBIA COUNTY,30813,7066193420.0,33.48969,-82.202014,Sun - Sat: 6:00 AM - 11:00 PM,Online Deli/Bakery Ordering|View Weekly Ad,46272,2022-05-03 08:17:28,2022-05-03 21:19:48,Store
416,10742,Sawmill Village,00355,C,HART,"680 Bacons Bridge Rd. Summerville, SC 29485",Summerville,SC,DORCHESTER COUNTY,29485,8434860578.0,32.9995652,-80.1856072,Sun - Sat: 6:00 AM - 10:00 PM,View Weekly Ad,46272,2022-05-03 08:17:28,2022-05-03 21:22:55,Store
417,10743,The Corner at Wescott,00363,C,HART,"9500 Dorchester Rd Summerville, SC 29485",Summerville,SC,DORCHESTER COUNTY,29485,8438752524.0,32.9360427,-80.1403499,Sun - Sat: 6:00 AM - 10:00 PM,View Weekly Ad,46272,2022-05-03 08:17:28,2022-05-03 21:22:55,Store
418,10744,Rivertowne Place,00131,C,HART,"2035 Hwy 41 MT. PLEASANT, SC 29466",MT. PLEASANT,SC,CHARLESTON COUNTY,29466,8439713611.0,32.8978185,-79.8216331,Sun - Sat: 6:00 AM - 10:00 PM,View Weekly Ad,46272,2022-05-03 08:17:28,2022-05-03 21:22:55,Store
419,10745,East Bay Trading Station,00277,C,HART,"290 East Bay Street Charleston, SC 29401",Charleston,SC,CHARLESTON COUNTY,29401,8437226821.0,32.7845414,-79.928185,Sun - Sat: 6:00 AM - 10:00 PM,View Weekly Ad,46272,2022-05-03 08:17:28,2022-05-03 21:33:11,Store
420,10746,St Andrews,00365,C,HART,"975 Savannah Hwy Suite 135 Charleston, SC 29407",Charleston,SC,CHARLESTON COUNTY,29407,8435565351.0,32.7808388,-79.9897975,Sun - Sat: 6:00 AM - 10:00 PM,View Weekly Ad,46272,2022-05-03 08:17:28,2022-05-03 21:33:11,Store
421,10747,James Island Center,00455,C,HART,"1739 Maybank Hwy Charleston, SC 29412",Charleston,SC,CHARLESTON COUNTY,29412,8437959091.0,32.761932,-79.9770666,Sun - Sat: 6:00 AM - 10:00 PM,View Weekly Ad,46272,2022-05-03 08:17:28,2022-05-03 21:33:11,Store
422,10748,Village Pointe,00019,C,HART,"920 Houston Northcutt Boulevard Suite N MT. PLEASANT, SC 29464",MT. PLEASANT,SC,CHARLESTON COUNTY,29464,8438811983.0,32.8019317,-79.8917855,Sun - Sat: 6:00 AM - 10:00 PM,View Weekly Ad,46272,2022-05-03 08:17:28,2022-05-03 21:33:11,Store
423,10749,James Island - Oak Point,00028,C,HART,"675 Folly Road Charleston, SC 29412",Charleston,SC,CHARLESTON COUNTY,29412,8434068977.0,32.7462735,-79.9719221,Sun - Sat: 6:00 AM - 10:00 PM,View Weekly Ad,46272,2022-05-03 08:17:28,2022-05-03 21:33:11,Store
424,10750,Harbor View,00456,C,HART,"1005 Harbor View Rd. Charleston, SC 29412",Charleston,SC,CHARLESTON COUNTY,29412,8437622124.0,32.7416794,-79.936317,Sun - Sat: 6:00 AM - 10:00 PM,View Weekly Ad,46272,2022-05-03 08:17:28,2022-05-03 21:33:11,Store
425,10751,Westwood Plaza,00410,C,HART,"1812 Sam Rittenberg Bldg. #2 Charleston, SC 29407",Charleston,SC,CHARLESTON COUNTY,29407,8437637283.0,32.8019257,-80.019577,Sun - Sat: 6:00 AM - 10:00 PM,View Weekly Ad,46272,2022-05-03 08:17:28,2022-05-03 21:33:11,Store
426,10752,Sea Island Shopping Center,00457,S,HART,"1220 Ben Sawyer Blvd Suite C Mount Pleasant, SC 29464",Mount Pleasant,SC,CHARLESTON COUNTY,29464,8438844489.0,32.795377,-79.859666,Sun - Sat: 6:00 AM - 10:00 PM,View Weekly Ad,46272,2022-05-03 08:17:28,2022-05-03 21:33:11,Store
427,10753,Belle Hall,00087,C,HART,"620 Long Point Rd Suite H Mount Pleasant, SC 29464",Mount Pleasant,SC,CHARLESTON COUNTY,29464,8438564631.0,32.839663,-79.85639,Sun - Sat: 6:00 AM - 10:00 PM,View Weekly Ad,46272,2022-05-03 08:17:28,2022-05-03 21:33:11,Store
428,10754,Folly Beach,00453,S,HART,"1985 Folly Rd Charleston, SC 29412",Charleston,SC,CHARLESTON COUNTY,29412,8437626255.0,32.68607,-79.96116,Sun - Sat: 6:00 AM - 10:00 PM,View Weekly Ad,46272,2022-05-03 08:17:28,2022-05-03 21:33:11,Store
429,10755,Folly Road Crossing,00454,I,HART,"1985 Folly Rd Charleston, SC 29412",Charleston,SC,CHARLESTON COUNTY,29412,8437626255.0,32.68583,-79.961367,Sun - Sat: 6:00 AM - 10:00 PM,View Weekly Ad,46272,2022-05-03 08:17:28,2022-05-03 21:33:11,Store
430,10756,Seaside Farms,00450,C,HART,"1981 Riveria Dr. Isle of Palms, SC 29464",Isle of Palms,SC,CHARLESTON COUNTY,29464,8438818939.0,32.8204525,-79.8154063,Sun - Sat: 6:00 AM - 10:00 PM,View Weekly Ad,46272,2022-05-03 08:17:28,2022-05-03 21:33:11,Store
431,10757,Six Mile Marketplace,00385,C,HART,"2195 Tea Planter Lane MT. PLEASANT, SC 29466",MT. PLEASANT,SC,CHARLESTON COUNTY,29466,8438812622.0,32.8394409,-79.8165612,Sun - Sat: 6:00 AM - 10:00 PM,View Weekly Ad,46272,2022-05-03 08:17:28,2022-05-03 21:33:11,Store
432,10758,West Ashley Circle,00406,C,HART,"3865 W Ashley Circle Charleston, SC 29414",Charleston,SC,CHARLESTON COUNTY,29414,8436192901.0,32.826107,-80.085138,Sun - Sat: 6:00 AM - 10:00 PM,View Weekly Ad,46272,2022-05-03 08:17:28,2022-05-03 21:33:11,Store
433,10759,Island Center,00452,S,HART,"1513 Palm Blvd. Isle of Palms, SC 29451",Isle of Palms,SC,CHARLESTON COUNTY,29451,8438866506.0,32.7897606,-79.7869964,Sun - Sat: 6:00 AM - 10:00 PM,View Weekly Ad,46272,2022-05-03 08:17:28,2022-05-03 21:33:11,Store
434,10760,Freshfields Village,00451,S,HART,"515 Freshfields Dr. Johns Island, SC 29455",Johns Island,SC,CHARLESTON COUNTY,29455,8432433276.0,32.6066,-80.1477644,Sun - Sat: 6:00 AM - 10:00 PM,View Weekly Ad,46272,2022-05-03 08:17:28,2022-05-03 21:33:11,Store
435,10761,Main Street Village,00152,C,HART,"301 Main Street HILTON HEAD, SC 29926",HILTON HEAD,SC,BEAUFORT COUNTY,29926,8436896255.0,32.2155444,-80.7219461,Sun - Sat: 6:00 AM - 10:00 PM,View Weekly Ad,46272,2022-05-03 08:17:28,2022-05-03 21:33:55,Store
436,10762,Belfair Towne Village,00499,C,KROGER,"125 Towne Dr Bluffton, SC 29910",Bluffton,SC,BEAUFORT COUNTY,29910,8438156070.0,32.2682593,-80.8583131,Sun - Sat: 6:00 AM - 11:00 PM,Online Deli/Bakery Ordering|View Weekly Ad,46272,2022-05-03 08:17:28,2022-05-03 21:33:55,Store
437,10763,Shelter Cove,00671,C,KROGER,"42 Shelter Cove Lane Hilton Head, SC 29928",Hilton Head,SC,BEAUFORT COUNTY,29928,8438420540.0,32.1858848,-80.720339,Sun - Sat: 6:00 AM - 11:00 PM,Online Deli/Bakery Ordering|View Weekly Ad,46272,2022-05-03 08:17:28,2022-05-03 21:33:55,Store
438,10764,Buckwalter Place,00703,C,KROGER,"27 Discovery Dr Bluffton, SC 29910",Bluffton,SC,BEAUFORT COUNTY,29910,8439897022.0,32.274199,-80.917438,Sun - Sat: 6:00 AM - 11:00 PM,Online Deli/Bakery Ordering|View Weekly Ad,46272,2022-05-03 08:17:28,2022-05-03 21:33:55,Store
439,10765,Park Plaza,00423,C,HART,"33 Office Park Suite 100 Hilton Head, SC 29928",Hilton Head,SC,BEAUFORT COUNTY,29928,8437856185.0,32.152964,-80.7676455,Sun - Sat: 6:00 AM - 10:00 PM,View Weekly Ad,46272,2022-05-03 08:17:28,2022-05-03 21:33:55,Store
440,10766,Rincon Marketplace,00625,M,KROGER,"461 S Columbia Ave Rincon, GA 31326",Rincon,GA,EFFINGHAM COUNTY,31326,9128267660.0,32.2732273,-81.2277145,Sun - Sat: 6:00 AM - 11:00 PM,Online Deli/Bakery Ordering|View Weekly Ad,46272,2022-05-03 08:17:28,2022-05-03 21:34:18,Store
441,10767,Trail Creek Village,00618,M,KROGER,"700 US Hwy 29 N Athens, GA 30601",Athens,GA,CLARKE COUNTY,30601,7067153738.0,33.9956197,-83.3342437,Sun - Sat: 6:00 AM - 11:00 PM,Online Deli/Bakery Ordering|View Weekly Ad,46272,2022-05-03 08:17:28,2022-05-03 21:41:55,Store
442,10768,Loggins Corner,00638,C,KROGER,"1685 Old Pendergrass Rd Jefferson, GA 30549",Jefferson,GA,JACKSON COUNTY,30549,7063877600.0,34.121943,-83.607031,Sun - Sat: 6:00 AM - 11:00 PM,Online Deli/Bakery Ordering|View Weekly Ad,46272,2022-05-03 08:17:28,2022-05-03 21:42:25,Store
443,10769,Alps Village Fuel,00828,I,KROGER,"1065 Baxter Street Athens, GA 30606",Athens,GA,CLARKE COUNTY,30606,,33.946658,-83.399326,Sun - Sat: 24 Hours,View Weekly Ad,46272,2022-05-03 08:17:28,2022-05-03 21:42:25,Store
444,10770,College Station,00255,C,KROGER,"2301 College Station Road Athens, GA 30605",Athens,GA,CLARKE COUNTY,30605,7063538543.0,33.9216927,-83.3438949,Sun - Sat: 6:00 AM - 11:00 PM,Online Deli/Bakery Ordering|View Weekly Ad,46272,2022-05-03 08:17:28,2022-05-03 21:42:26,Store
445,10771,Alps Village,00428,C,KROGER,"191 Alps Rd Athens, GA 30606",Athens,GA,CLARKE COUNTY,30606,7065430209.0,33.9472876,-83.4080077,Sun - Sat: 6:00 AM - 11:00 PM,Online Deli/Bakery Ordering|View Weekly Ad,46272,2022-05-03 08:17:28,2022-05-03 21:42:26,Store
446,10772,New Holland Market,00682,M,KROGER,"1931 Jesse Jewell Parkway Gainesville, GA 30501",Gainesville,GA,HALL COUNTY,30501,4702523182.0,34.315188,-83.798172,Sun - Sat: 6:00 AM - 11:00 PM,Online Deli/Bakery Ordering|View Weekly Ad,46272,2022-05-03 08:17:28,2022-05-03 21:42:26,Store
447,10773,Epps Village,00435,C,KROGER,"1720 Epps Bridge Pkwy Athens, GA 30606",Athens,GA,Oconee County,30606,7065838900.0,33.9131649,-83.4463404,Sun - Sat: 6:00 AM - 11:00 PM,Online Deli/Bakery Ordering|View Weekly Ad,46272,2022-05-03 08:17:28,2022-05-03 21:42:26,Store
448,10774,Wilmington Island,00609,C,KROGER,"495 Johnny Mercer Blvd Savannah, GA 31410",Savannah,GA,CHATHAM COUNTY,31410,9128973532.0,32.0161529,-80.9768114,Sun - Sat: 6:00 AM - 11:00 PM,Online Deli/Bakery Ordering|View Weekly Ad,46272,2022-05-03 08:17:28,2022-05-03 21:51:55,Store
449,10775,Savannah,00418,C,KROGER,"311 E Gwinnett St Savannah, GA 31401",Savannah,GA,CHATHAM COUNTY,31401,9122312260.0,32.0658724,-81.0926696,Sun - Sat: 6:00 AM - 11:00 PM,Online Deli/Bakery Ordering|View Weekly Ad,46272,2022-05-03 08:17:28,2022-05-03 21:51:55,Store
450,10776,McAlpin Square,00979,C,KROGER,"1900 E Victory Dr Suite 12 Savannah, GA 31404",Savannah,GA,CHATHAM COUNTY,31404,9122369321.0,32.0455123,-81.0679998,Sun - Sat: 6:00 AM - 11:00 PM,Online Deli/Bakery Ordering|View Weekly Ad,46272,2022-05-03 08:17:28,2022-05-03 21:51:55,Store
451,10777,Savannah Marketwalk,00697,M,KROGER,"318 Mall Blvd Suite 100 Savannah, GA 31406",Savannah,GA,CHATHAM COUNTY,31406,9122009158.0,32.00588,-81.112612,Sun - Sat: 6:00 AM - 11:00 PM,Online Deli/Bakery Ordering|View Weekly Ad,46272,2022-05-03 08:17:28,2022-05-03 21:51:55,Store
452,10778,Kroger Savannah,00460,C,KROGER,"7 Diamond Causeway Savannah, GA 31406",Savannah,GA,CHATHAM COUNTY,31406,9123534345.0,31.956798,-81.098033,Sun - Sat: 6:00 AM - 11:00 PM,Online Deli/Bakery Ordering|View Weekly Ad,46272,2022-05-03 08:17:28,2022-05-03 21:51:55,Store
453,10779,Berwick Marketplace,00645,C,KROGER,"5720 Ogeechee Rd Savannah, GA 31405",Savannah,GA,CHATHAM COUNTY,31405,9122353420.0,32.0272744,-81.2258292,Sun - Sat: 6:00 AM - 11:00 PM,Online Deli/Bakery Ordering|View Weekly Ad,46272,2022-05-03 08:17:28,2022-05-03 21:51:55,Store
454,10780,Richmond Hill,00688,C,KROGER,"53 Exchange St Richmond Hill, GA 31324",Richmond Hill,GA,BRYAN COUNTY,31324,9124593011.0,31.9565146,-81.3196117,Sun - Sat: 6:00 AM - 11:00 PM,Online Deli/Bakery Ordering|View Weekly Ad,46272,2022-05-03 08:17:28,2022-05-03 21:51:55,Store
455,10781,Hinesville,00487,C,KROGER,"555 W Oglethorpe Hwy Hinesville, GA 31313",Hinesville,GA,LIBERTY COUNTY,31313,9128766010.0,31.8357763,-81.5975332,Sun - Sat: 6:00 AM - 11:00 PM,Online Deli/Bakery Ordering|View Weekly Ad,46272,2022-05-03 08:17:28,2022-05-03 21:52:13,Store
