"tid","loc_name","loc_number","loc_type","address_1","country","region_code","hours_of_operation","state","city","postal_code","phone","latitude","longitude","services_included","contact","opening_date","RunDate","InsertUpdateTime","RunID"
24472,"Louisville","1238","Warehouse","3408 BARDSTOWN RD","US","MW","Mon-Fri:10:00:00-20:30:00; Sat:09:30:00-18:00:00; Sun:10:00:00-18:00:00","KY","LOUISVILLE","40218-4608","(502) 912-9869","38.20496","-85.66621","Food Court; Gas Station; Hearing Aids; Optical Department; Pharmacy; Tire Service Center; Diesel","","2016-08-27","2022-05-03 08:10:15","2022-05-03 08:10:32",46269
24473,"W Winnipeg","57","Warehouse","1315 ST JAMES ST","CA","WC","Mon-Fri:09:00:00-20:30:00; Sat:09:00:00-18:00:00; Sun:09:00:00-18:00:00","MB","WINNIPEG","R3H 0K9","(204) 788-4415","49.90169","-97.199784","Food Court; Hearing Aids; Optical Department; Pharmacy; Propane; Tire Service Centre","","1990-10-25","2022-05-03 08:10:15","2022-05-03 08:10:32",46269
24474,"E Winnipeg","153","Warehouse","1499 REGENT AVE W","CA","WC","Mon-Fri:09:00:00-20:30:00; Sat:09:00:00-18:00:00; Sun:09:00:00-18:00:00","MB","WINNIPEG","R2C 4M4","(204) 654-4214","49.89579","-97.05437","Food Court; Gas Station; Hearing Aids; Optical Department; Pharmacy; Tire Service Center; Propane","","1992-04-08","2022-05-03 08:10:15","2022-05-03 08:10:32",46269
24475,"Cypress TX","1208","Warehouse","26960 NW FREEWAY","US","TE","Mon-Fri:10:00:00-20:30:00; Sat:09:30:00-18:00:00; Sun:10:00:00-18:00:00","TX","CYPRESS","77433-4934","(832) 653-4576","29.977881","-95.711488","Food Court; Gas Station; Hearing Aids; Optical Department; Pharmacy; Tire Service Center","","2019-07-19","2022-05-03 08:10:15","2022-05-03 08:10:32",46269
24476,"NE Louisville","634","Warehouse","5020 NORTON HEALTHCARE BLVD","US","MW","Mon-Fri:10:00:00-20:30:00; Sat:09:30:00-18:00:00; Sun:10:00:00-18:00:00","KY","LOUISVILLE","40241-2835","(502) 420-0160","38.31501","-85.57357","Food Court; Gas Station; Hearing Aids; Optical Department; Pharmacy; Tire Service Center; Propane","","2006-10-26","2022-05-03 08:10:15","2022-05-03 08:10:32",46269
24477,"Humble","1228","Warehouse","21802 TOWNSEN BLVD W.","US","TE","Mon-Fri:10:00:00-20:30:00; Sat:09:30:00-18:00:00; Sun:10:00:00-18:00:00","TX","HUMBLE","77338-1594","(281) 707-7051","30.02249","-95.267803","Food Court; Gas Station; Hearing Aids; Optical Department; Pharmacy; Tire Service Center; Diesel","","2016-03-18","2022-05-03 08:10:15","2022-05-03 08:10:32",46269
24478,"Willowbrook","675","Warehouse","12405 N GESSNER RD","US","TE","Mon-Fri:10:00:00-20:30:00; Sat:09:30:00-18:00:00; Sun:10:00:00-18:00:00","TX","HOUSTON","77064-1170","(832) 912-2353","29.95352","-95.546778","Food Court; Gas Station; Hearing Aids; Optical Department; Pharmacy; Tire Service Center","","2001-06-07","2022-05-03 08:10:15","2022-05-03 08:10:32",46269
24479,"Lehi","733","Warehouse","198 N 1200 E","US","NW","Mon-Fri:10:00:00-20:30:00; Sat:09:30:00-18:00:00; Sun:10:00:00-18:00:00","UT","LEHI","84043-2294","(801) 653-2700","40.389774","-111.82683","Food Court; Gas Station; Hearing Aids; Optical Department; Pharmacy; Tire Service Center","","2006-08-24","2022-05-03 08:10:15","2022-05-03 08:10:32",46269
24480,"Grand Rapids","784","Warehouse","5100 28TH ST SE","US","MW","Mon-Fri:10:00:00-20:30:00; Sat:09:30:00-18:00:00; Sun:10:00:00-18:00:00","MI","GRAND RAPIDS","49512-2049","(616) 233-4401","42.912709","-85.544536","Food Court; Gas Station; Hearing Aids; Optical Department; Pharmacy; Tire Service Center","","2004-12-09","2022-05-03 08:10:15","2022-05-03 08:10:32",46269
24481,"Sonterra Park","693","Warehouse","1201 N LOOP 1604 E","US","TE","Mon-Fri:10:00:00-20:30:00; Sat:09:30:00-18:00:00; Sun:10:00:00-18:00:00","TX","SAN ANTONIO","78232-1322","(210) 403-4703","29.610691","-98.475696","Food Court; Hearing Aids; Optical Department; Pharmacy; Tire Service Center","","2002-07-11","2022-05-03 08:10:15","2022-05-03 08:10:32",46269
24482,"Murray","764","Warehouse","5201 S INTERMOUNTAIN DR","US","NW","Mon-Fri:10:00:00-20:30:00; Sat:09:30:00-18:00:00; Sun:10:00:00-18:00:00","UT","MURRAY","84107-6024","(801) 290-4200","40.658248","-111.890708","Food Court; Gas Station; Hearing Aids; Optical Department; Pharmacy; Tire Service Center","","1984-01-12","2022-05-03 08:10:15","2022-05-03 08:10:32",46269
24483,"Sandy","487","Warehouse","11100 S AUTO MALL DR","US","NW","Mon-Fri:10:00:00-20:30:00; Sat:09:30:00-18:00:00; Sun:10:00:00-18:00:00","UT","SANDY","84070-4171","(801) 790-0003","40.55135","-111.89396","Food Court; Gas Station; Hearing Aids; Optical Department; Pharmacy; Tire Service Center; Diesel","","2000-06-02","2022-05-03 08:10:15","2022-05-03 08:10:32",46269
24484,"Bountiful","735","Warehouse","573 W 100 N","US","NW","Mon-Fri:10:00:00-20:30:00; Sat:09:30:00-18:00:00; Sun:10:00:00-18:00:00","UT","WEST BOUNTIFUL","84010-7018","(801) 299-3940","40.890468","-111.892665","Food Court; Gas Station; Hearing Aids; Optical Department; Pharmacy; Tire Service Center","","2005-11-22","2022-05-03 08:10:15","2022-05-03 08:10:32",46269
24485,"Salt Lake City","113","Warehouse","1818 S 300 W","US","NW","Mon-Fri:07:00:00-20:30:00; Sat:07:00:00-18:00:00; Sun:10:00:00-18:00:00","UT","SALT LAKE CITY","84115-1805","(801) 485-9715","40.730914","-111.89972","Food Court; Gas Station; Hearing Aids; Optical Department; Pharmacy; Tire Service Center; Diesel","","1995-12-02","2022-05-03 08:10:15","2022-05-03 08:10:32",46269
24486,"Fort Wayne","1161","Warehouse","5110 VALUE DR","US","MW","Mon-Fri:10:00:00-20:30:00; Sat:09:30:00-18:00:00; Sun:10:00:00-18:00:00","IN","FORT WAYNE","46808-4048","(260) 481-1100","41.125035","-85.155717","Food Court; Gas Station; Hearing Aids; Optical Department; Pharmacy; Tire Service Center","","2013-10-16","2022-05-03 08:10:15","2022-05-03 08:10:32",46269
24487,"West Valley","622","Warehouse","3747 S 2700 W","US","NW","Mon-Fri:10:00:00-20:30:00; Sat:09:30:00-18:00:00; Sun:10:00:00-18:00:00","UT","SALT LAKE CITY","84119-3721","(801) 996-9008","40.689735","-111.9112","Food Court; Gas Station; Hearing Aids; Optical Department; Pharmacy; Tire Service Center","","2007-08-03","2022-05-03 08:10:15","2022-05-03 08:10:32",46269
24488,"Saratoga Springs","1383","Warehouse","1083 N REDWOOD RD.","US","NW","Mon-Fri:10:00:00-20:30:00; Sat:09:30:00-18:00:00; Sun:10:00:00-18:00:00","UT","SARATOGA SPRINGS","84045","(801) 407-4194","40.382286","-111.918153","Food Court; Gas Station; Hearing Aids; Optical Department; Pharmacy; Tire Service Center","","2020-08-13","2022-05-03 08:10:15","2022-05-03 08:10:32",46269
24489,"NW San Antonio","689","Warehouse","5611 UTSA BLVD","US","TE","Mon-Fri:10:00:00-20:30:00; Sat:09:30:00-18:00:00; Sun:10:00:00-18:00:00","TX","SAN ANTONIO","78249-1619","(210) 200-2050","29.575153","-98.596255","Food Court; Gas Station; Hearing Aids; Optical Department; Pharmacy; Tire Service Center","","2001-11-03","2022-05-03 08:10:15","2022-05-03 08:10:32",46269
24490,"Selma","1006","Warehouse","15330 IH-35 NORTH","US","TE","Mon-Fri:10:00:00-20:30:00; Sat:09:30:00-18:00:00; Sun:10:00:00-18:00:00","TX","SELMA","78154-3814","(210) 332-1072","29.5760192","-98.317466","Food Court; Gas Station; Hearing Aids; Optical Department; Pharmacy; Tire Service Center","","2007-10-17","2022-05-03 08:10:15","2022-05-03 08:10:32",46269
24491,"El Paso","768","Warehouse","6101 GATEWAY BLVD W SUITE #1","US","TE","Mon-Fri:10:00:00-20:30:00; Sat:09:30:00-18:00:00; Sun:10:00:00-18:00:00","TX","EL PASO","79925-3416","(915) 774-5203","31.78185","-106.41118","Food Court; Gas Station; Hearing Aids; Optical Department; Pharmacy; Tire Service Center","","2003-11-13","2022-05-03 08:10:15","2022-05-03 08:10:32",46269
24492,"South Jordan","1019","Warehouse","3571 W 10400 S","US","NW","Mon-Fri:10:00:00-20:30:00; Sat:09:30:00-18:00:00; Sun:10:00:00-18:00:00","UT","SOUTH JORDAN","84095-7173","(801) 523-5287","40.559958","-111.975383","Food Court; Gas Station; Hearing Aids; Optical Department; Pharmacy; Tire Service Center; Diesel","","2014-08-28","2022-05-03 08:10:15","2022-05-03 08:10:32",46269
24493,"W Katy","1167","Warehouse","23645 KATY FREEWAY","US","TE","Mon-Fri:10:00:00-20:30:00; Sat:09:30:00-18:00:00; Sun:10:00:00-18:00:00","TX","KATY","77494-7221","(281) 347-9900","29.784185","-95.787284","Food Court; Gas Station; Hearing Aids; Optical Department; Pharmacy; Tire Service Center","","2014-02-06","2022-05-03 08:10:15","2022-05-03 08:10:32",46269
24494,"South Ogden","770","Warehouse","3656 WALL AVE","US","NW","Mon-Fri:10:00:00-20:30:00; Sat:09:30:00-18:00:00; Sun:10:00:00-18:00:00","UT","OGDEN","84405-7101","(801) 317-3953","41.196896","-111.979432","Food Court; Gas Station; Hearing Aids; Optical Department; Pharmacy; Tire Service Center","","2003-11-18","2022-05-03 08:10:15","2022-05-03 08:10:32",46269
24495,"Bunker Hill","680","Warehouse","1150 BUNKER HILL RD","US","TE","Mon-Fri:10:00:00-20:30:00; Sat:09:30:00-18:00:00; Sun:10:00:00-18:00:00","TX","HOUSTON","77055-6208","(713) 576-2053","29.7875","-95.5296","Food Court; Gas Station; Hearing Aids; Optical Department; Pharmacy; Tire Service Center","","2001-06-07","2022-05-03 08:10:15","2022-05-03 08:10:32",46269
24496,"Murfreesboro","1448","Warehouse","1524 BEASIE RD","US","SE","Mon-Fri:10:00:00-20:30:00; Sat:09:30:00-18:00:00; Sun:10:00:00-18:00:00","TN","MURFREESBORO","37128","(615) 439-2639","35.82625543","-86.41739894","Food Court; Gas Station; Hearing Aids; Optical Department; Pharmacy; Tire Service Center; Car Wash","","2021-07-20","2022-05-03 08:10:15","2022-05-03 08:10:32",46269
24497,"W San Antonio","1449","Warehouse","191 W LOOP 1604 S","US","TE","Mon-Fri:10:00:00-20:30:00; Sat:09:30:00-18:00:00; Sun:10:00:00-18:00:00","TX","SAN ANTONIO","78245-4191","(210) 868-6725","29.4318251","-98.71546982","Food Court; Gas Station; Hearing Aids; Optical Department; Pharmacy; Tire Service Center","","2021-09-23","2022-05-03 08:10:15","2022-05-03 08:10:32",46269
24498,"Galleria","1018","Warehouse","3836 RICHMOND AVE","US","TE","Mon-Fri:10:00:00-20:30:00; Sat:09:30:00-18:00:00; Sun:10:00:00-18:00:00","TX","HOUSTON","77027-5802","(832) 325-5850","29.732819","-95.438941","Food Court; Gas Station; Hearing Aids; Optical Department; Pharmacy; Tire Service Center","","2008-10-22","2022-05-03 08:10:15","2022-05-03 08:10:32",46269
24499,"Stafford Bus Ctr","1487","Warehouse","12717 NETWORK DR","US","BD","Mon-Fri:07:00:00-18:00:00; Sat:07:00:00-16:00:00; Sun:00:00:00-00:00:00","TX","STAFFORD","77477","(346) 309-3871","29.638677","-95.57751","","","2021-10-20","2022-05-03 08:10:15","2022-05-03 08:10:32",46269
24500,"Sugar Land","1146","Warehouse","17520 SOUTHWEST FWY","US","TE","Mon-Fri:10:00:00-20:30:00; Sat:09:30:00-18:00:00; Sun:10:00:00-18:00:00","TX","SUGAR LAND","77479-2359","(281) 566-6720","29.585567","-95.641551","Food Court; Gas Station; Hearing Aids; Optical Department; Pharmacy; Tire Service Center","","2013-07-11","2022-05-03 08:10:15","2022-05-03 08:10:32",46269
24501,"Pearland","1221","Warehouse","3500 BUSINESS CENTER DRIVE","US","TE","Mon-Fri:10:00:00-20:30:00; Sat:09:30:00-18:00:00; Sun:10:00:00-18:00:00","TX","PEARLAND","77584-1952","(281) 707-7001","29.544815","-95.390649","Food Court; Gas Station; Hearing Aids; Optical Department; Pharmacy; Tire Service Center; Diesel","","2015-11-12","2022-05-03 08:10:15","2022-05-03 08:10:32",46269
24502,"Webster","1330","Warehouse","1310 JASMINE AVE","US","TE","Mon-Fri:10:00:00-20:30:00; Sat:09:30:00-18:00:00; Sun:10:00:00-18:00:00","TX","WEBSTER","77598","(281) 707-7750","29.534451","-95.136838","Food Court; Gas Station; Hearing Aids; Optical Department; Pharmacy; Tire Service Center","","2018-10-19","2022-05-03 08:10:15","2022-05-03 08:10:32",46269
24503,"Idaho Falls","1379","Warehouse","2495 E. LINCOLN ROAD","US","NW","Mon-Fri:10:00:00-20:30:00; Sat:09:30:00-18:00:00; Sun:10:00:00-18:00:00","ID","IDAHO FALLS","83401","(986) 497-3149","43.511564","-111.984289","Food Court; Gas Station; Hearing Aids; Optical Department; Pharmacy; Tire Service Center","","2020-08-14","2022-05-03 08:10:15","2022-05-03 08:10:32",46269
24504,"Florence","1197","Warehouse","800 HEIGHTS BLVD","US","MW","Mon-Fri:10:00:00-20:30:00; Sat:09:30:00-18:00:00; Sun:10:00:00-18:00:00","KY","FLORENCE","41042-1415","(859) 568-7000","38.98771","-84.64699","Food Court; Gas Station; Hearing Aids; Optical Department; Pharmacy; Tire Service Center; Diesel","","2015-11-11","2022-05-03 08:10:15","2022-05-03 08:10:33",46269
24505,"Traverse City","1279","Warehouse","125 E SOUTH AIRPORT RD","US","MW","Mon-Fri:10:00:00-20:30:00; Sat:09:30:00-18:00:00; Sun:10:00:00-18:00:00","MI","TRAVERSE CITY","49686-4864","(231) 252-7000","44.735546","-85.570036","Food Court; Gas Station; Hearing Aids; Optical Department; Pharmacy; Tire Service Center; Diesel","","2017-10-26","2022-05-03 08:10:15","2022-05-03 08:10:33",46269
24506,"Huntsville","356","Warehouse","1205 N. MEMORIAL PKWY","US","SE","Mon-Fri:10:00:00-20:30:00; Sat:09:30:00-18:00:00; Sun:10:00:00-18:00:00","AL","HUNTSVILLE","35801-5930","(256) 519-2220","34.742422","-86.601066","Food Court; Gas Station; Hearing Aids; Optical Department; Pharmacy; Tire Service Center; Propane","","2000-11-02","2022-05-03 08:10:15","2022-05-03 08:10:33",46269
24507,"Springdale","379","Warehouse","1100 E KEMPER RD","US","MW","Mon-Fri:10:00:00-20:30:00; Sat:09:30:00-18:00:00; Sun:10:00:00-18:00:00","OH","SPRINGDALE","45246-3321","(513) 346-7943","39.28639","-84.45158","Food Court; Gas Station; Hearing Aids; Optical Department; Pharmacy; Tire Service Center","","2000-12-06","2022-05-03 08:10:15","2022-05-03 08:10:33",46269
24508,"Pocatello","1033","Warehouse","305 W QUINN RD","US","NW","Mon-Fri:10:00:00-20:30:00; Sat:09:30:00-18:00:00; Sun:10:00:00-18:00:00","ID","POCATELLO","83201-4988","(208) 238-4040","42.905853","-112.455124","Food Court; Gas Station; Hearing Aids; Optical Department; Pharmacy; Tire Service Center","","2008-10-23","2022-05-03 08:10:15","2022-05-03 08:10:33",46269
24509,"Bozeman","96","Warehouse","2505 CATRON ST","US","NW","Mon-Fri:10:00:00-20:30:00; Sat:09:30:00-18:00:00; Sun:10:00:00-18:00:00","MT","BOZEMAN","59718-7993","(406) 585-0383","45.713402","-111.070516","Food Court; Gas Station; Hearing Aids; Optical Department; Pharmacy; Tire Service Center","","1997-08-28","2022-05-03 08:10:15","2022-05-03 08:10:33",46269
24510,"East Lansing","1277","Warehouse","2540 E SAGINAW HIGHWAY","US","MW","Mon-Fri:10:00:00-20:30:00; Sat:09:30:00-18:00:00; Sun:10:00:00-18:00:00","MI","EAST LANSING","48823-9719","(517) 903-5000","42.75213","-84.4475","Food Court; Gas Station; Hearing Aids; Optical Department; Pharmacy; Tire Service Center","","2017-10-27","2022-05-03 08:10:15","2022-05-03 08:10:33",46269
24511,"Deerfield","384","Warehouse","9691 WATERSTONE BLVD","US","MW","Mon-Fri:10:00:00-20:30:00; Sat:09:30:00-18:00:00; Sun:10:00:00-18:00:00","OH","CINCINNATI","45249-8220","(513) 774-0024","39.29672","-84.301719","Food Court; Gas Station; Hearing Aids; Optical Department; Pharmacy; Tire Service Center","","2000-02-16","2022-05-03 08:10:15","2022-05-03 08:10:33",46269
24512,"Lafayette","1201","Warehouse","201 MEADOW FARM RD","US","TE","Mon-Fri:10:00:00-20:30:00; Sat:09:30:00-18:00:00; Sun:10:00:00-18:00:00","LA","LAFAYETTE","70508-7277","(337) 541-7025","30.155903","-92.042704","Food Court; Gas Station; Hearing Aids; Optical Department; Pharmacy; Tire Service Center; Diesel","","2016-03-17","2022-05-03 08:10:15","2022-05-03 08:10:33",46269
24513,"Centerville","1185","Warehouse","5300 CORNERSTONE NORTH BLVD","US","MW","Mon-Fri:10:00:00-20:30:00; Sat:09:30:00-18:00:00; Sun:10:00:00-18:00:00","OH","CENTERVILLE","45440-2268","(937) 640-6000","39.6607561","-84.1085705","Food Court; Gas Station; Hearing Aids; Optical Department; Pharmacy; Tire Service Center","","2014-11-13","2022-05-03 08:10:15","2022-05-03 08:10:33",46269
24514,"Lexington","1156","Warehouse","1500 FITZGERALD CT","US","MW","Mon-Fri:10:00:00-20:30:00; Sat:09:30:00-18:00:00; Sun:10:00:00-18:00:00","KY","LEXINGTON","40509-8307","(859) 245-3620","38.025174","-84.40741","Food Court; Gas Station; Hearing Aids; Optical Department; Pharmacy; Tire Service Center","","2013-10-18","2022-05-03 08:10:15","2022-05-03 08:10:33",46269
24515,"Baton Rouge","1172","Warehouse","10000 DAWNADELE AVE BLDG A","US","TE","Mon-Fri:10:00:00-20:30:00; Sat:09:30:00-18:00:00; Sun:10:00:00-18:00:00","LA","BATON ROUGE","70809-2591","(225) 295-4600","30.419945","-91.07271","Food Court; Gas Station; Hearing Aids; Optical Department; Pharmacy; Tire Service Center","","2014-04-25","2022-05-03 08:10:15","2022-05-03 08:10:33",46269
24516,"Midland","1420","Warehouse","4816 BAY CITY RD","US","MW","Mon-Fri:10:00:00-20:30:00; Sat:09:30:00-18:00:00; Sun:10:00:00-18:00:00","MI","MIDLAND","48642","(989) 488-1553","43.6042107","-84.1692328","Food Court; Gas Station; Hearing Aids; Optical Department; Pharmacy; Tire Service Center","","2020-11-12","2022-05-03 08:10:15","2022-05-03 08:10:33",46269
24517,"Hoover","362","Warehouse","3650 GALLERIA CIR","US","SE","Mon-Fri:10:00:00-20:30:00; Sat:09:30:00-18:00:00; Sun:10:00:00-18:00:00","AL","HOOVER","35244-2346","(205) 909-1039","33.379079","-86.811453","Food Court; Gas Station; Hearing Aids; Optical Department; Pharmacy; Tire Service Center","","2003-11-20","2022-05-03 08:10:15","2022-05-03 08:10:33",46269
24518,"Pittsfield Township","1106","Warehouse","771 AIRPORT BLVD","US","MW","Mon-Fri:10:00:00-20:30:00; Sat:09:30:00-18:00:00; Sun:10:00:00-18:00:00","MI","ANN ARBOR","48108-3601","(734) 213-8010","42.231821","-83.740916","Food Court; Gas Station; Hearing Aids; Optical Department; Pharmacy; Tire Service Center","","2012-06-29","2022-05-03 08:10:15","2022-05-03 08:10:33",46269
24519,"Perrysburg","1194","Warehouse","26400 DIXIE HWY","US","MW","Mon-Fri:10:00:00-20:30:00; Sat:09:30:00-18:00:00; Sun:10:00:00-18:00:00","OH","PERRYSBURG","43551-1967","(567) 368-6000","41.534849","-83.635551","Food Court; Gas Station; Hearing Aids; Optical Department; Pharmacy; Tire Service Center; Diesel","","2015-06-11","2022-05-03 08:10:15","2022-05-03 08:10:33",46269
24520,"Regina","1296","Warehouse","2110 ANAQUOD ROAD","CA","WC","Mon-Fri:09:00:00-20:30:00; Sat:09:00:00-18:00:00; Sun:09:00:00-18:00:00","SK","REGINA","S4V 3T7","(306) 271-0912","50.446971","-104.504621","Food Court; Gas Station; Hearing Aids; Optical Department; Pharmacy; Tire Service Center","","1993-10-01","2022-05-03 08:10:15","2022-05-03 08:10:33",46269
24521,"Green Oak Township","786","Warehouse","6700 WHITMORE LAKE RD","US","MW","Mon-Fri:10:00:00-20:30:00; Sat:09:30:00-18:00:00; Sun:10:00:00-18:00:00","MI","BRIGHTON","48116-2160","(810) 220-8950","42.504493","-83.759392","Food Court; Gas Station; Hearing Aids; Optical Department; Pharmacy; Tire Service Center","","2004-12-08","2022-05-03 08:10:15","2022-05-03 08:10:33",46269
24522,"Toledo","1007","Warehouse","3405 W CENTRAL AVE","US","MW","Mon-Fri:10:00:00-20:30:00; Sat:09:30:00-18:00:00; Sun:10:00:00-18:00:00","OH","TOLEDO","43606-1402","(419) 381-5000","41.677306","-83.627642","Food Court; Gas Station; Hearing Aids; Optical Department; Pharmacy; Tire Service Center; Diesel","","2007-08-29","2022-05-03 08:10:15","2022-05-03 08:10:33",46269
24523,"Fort Oglethorpe","1083","Warehouse","100 COBB PKWY","US","SE","Mon-Fri:10:00:00-20:30:00; Sat:09:30:00-18:00:00; Sun:10:00:00-18:00:00","GA","RINGGOLD","30736-8566","(706) 891-2579","34.96726","-85.19344","Food Court; Gas Station; Hearing Aids; Optical Department; Pharmacy; Tire Service Center; Propane","","2010-10-27","2022-05-03 08:10:15","2022-05-03 08:10:33",46269
24524,"Haggerty","391","Warehouse","20000 HAGGERTY RD","US","MW","Mon-Fri:10:00:00-20:30:00; Sat:09:30:00-18:00:00; Sun:10:00:00-18:00:00","MI","LIVONIA","48152-1011","(734) 464-6399","42.41806","-83.43273","Food Court; Gas Station; Hearing Aids; Optical Department; Pharmacy; Tire Service Center","","1998-05-01","2022-05-03 08:10:15","2022-05-03 08:10:33",46269
24525,"Commerce Township","341","Warehouse","3000 COMMERCE XING","US","MW","Mon-Fri:10:00:00-20:30:00; Sat:09:30:00-18:00:00; Sun:10:00:00-18:00:00","MI","COMMERCE TOWNSHIP","48390-3082","(248) 529-2300","42.53498","-83.44539","Food Court; Gas Station; Hearing Aids; Optical Department; Pharmacy; Tire Service Center","","2003-09-25","2022-05-03 08:10:15","2022-05-03 08:10:33",46269
24526,"Middlebelt","390","Warehouse","13700 MIDDLEBELT RD","US","MW","Mon-Fri:10:00:00-20:30:00; Sat:09:30:00-18:00:00; Sun:10:00:00-18:00:00","MI","LIVONIA","48150-2215","(734) 427-0563","42.382444","-83.333641","Food Court; Gas Station; Hearing Aids; Optical Department; Pharmacy; Tire Service Center","","1998-05-01","2022-05-03 08:10:15","2022-05-03 08:10:33",46269
24527,"NW Columbus","1243","Warehouse","7300 STATE ROUTE 161 E","US","MW","Mon-Fri:10:00:00-20:30:00; Sat:09:30:00-18:00:00; Sun:10:00:00-18:00:00","OH","PLAIN CITY","43064-9276","(614) 733-5002","40.109677","-83.189049","Food Court; Gas Station; Hearing Aids; Optical Department; Pharmacy; Tire Service Center; Diesel","","2016-08-11","2022-05-03 08:10:15","2022-05-03 08:10:33",46269
24528,"Bloomfield","1037","Warehouse","2343 S TELEGRAPH RD","US","MW","Mon-Fri:10:00:00-20:30:00; Sat:09:30:00-18:00:00; Sun:10:00:00-18:00:00","MI","BLOOMFIELD","48302-0254","(248) 836-1603","42.605136","-83.294351","Food Court; Gas Station; Hearing Aids; Optical Department; Pharmacy; Tire Service Center","","1998-05-01","2022-05-03 08:10:15","2022-05-03 08:10:33",46269
24529,"Auburn Hills","376","Warehouse","400 BROWN RD","US","MW","Mon-Fri:10:00:00-20:30:00; Sat:09:30:00-18:00:00; Sun:10:00:00-18:00:00","MI","AUBURN HILLS","48326-1305","(248) 648-0003","42.707355","-83.296195","Food Court; Gas Station; Hearing Aids; Optical Department; Pharmacy; Tire Service Center","","2000-11-22","2022-05-03 08:10:15","2022-05-03 08:10:33",46269
24530,"Madison Heights","393","Warehouse","30550 STEPHENSON HWY","US","MW","Mon-Fri:10:00:00-20:30:00; Sat:09:30:00-18:00:00; Sun:10:00:00-18:00:00","MI","MADISON HEIGHTS","48071-1611","(248) 616-0048","42.516885","-83.119088","Food Court; Gas Station; Hearing Aids; Optical Department; Pharmacy; Tire Service Center","","1998-05-01","2022-05-03 08:10:15","2022-05-03 08:10:33",46269
24531,"Columbus","632","Warehouse","1500 GEMINI PL","US","MW","Mon-Fri:10:00:00-20:30:00; Sat:09:30:00-18:00:00; Sun:10:00:00-18:00:00","OH","COLUMBUS","43240-7002","(614) 987-1900","40.14842","-82.97776","Food Court; Gas Station; Hearing Aids; Optical Department; Pharmacy; Tire Service Center","","2006-11-29","2022-05-03 08:10:15","2022-05-03 08:10:33",46269
24532,"Helena","633","Warehouse","2195 E CUSTER AVE","US","NW","Mon-Fri:10:00:00-20:30:00; Sat:09:30:00-18:00:00; Sun:10:00:00-18:00:00","MT","HELENA","59602-1217","(406) 495-7042","46.616667","-112.005798","Food Court; Gas Station; Hearing Aids; Optical Department; Pharmacy; Tire Service Center","","2006-11-28","2022-05-03 08:10:15","2022-05-03 08:10:33",46269
24533,"Easton OH","1160","Warehouse","3888 STELZER RD","US","MW","Mon-Fri:10:00:00-20:30:00; Sat:09:30:00-18:00:00; Sun:10:00:00-18:00:00","OH","COLUMBUS","43219-3044","(614) 934-6211","40.051511","-82.908857","Food Court; Gas Station; Hearing Aids; Optical Department; Pharmacy; Tire Service Center","","2013-10-04","2022-05-03 08:10:15","2022-05-03 08:10:33",46269
24534,"Windsor","534","Warehouse","4411 WALKER RD","CA","EC","Mon-Fri:09:00:00-20:30:00; Sat:09:00:00-18:00:00; Sun:09:00:00-18:00:00","ON","WINDSOR","N8W 3T6","(519) 972-1899","42.261421","-82.967599","Food Court; Gas Station; Optical Department; Pharmacy; Tire Service Center; Propane; Oil Change","","1995-11-29","2022-05-03 08:10:15","2022-05-03 08:10:33",46269
24535,"Lakeside","374","Warehouse","45460 MARKET ST","US","MW","Mon-Fri:10:00:00-20:30:00; Sat:09:30:00-18:00:00; Sun:10:00:00-18:00:00","MI","SHELBY TOWNSHIP","48315-6224","(586) 580-2000","42.628894","-82.980793","Food Court; Gas Station; Hearing Aids; Optical Department; Pharmacy; Tire Service Center","","2001-10-17","2022-05-03 08:10:15","2022-05-03 08:10:33",46269
24536,"Farragut","1116","Warehouse","10745 KINGSTON PIKE","US","SE","Mon-Fri:10:00:00-20:30:00; Sat:09:30:00-18:00:00; Sun:10:00:00-18:00:00","TN","KNOXVILLE","37934-3002","(865) 218-7700","35.896339","-84.141262","Food Court; Gas Station; Hearing Aids; Optical Department; Pharmacy; Tire Service Center; Propane","","2012-11-09","2022-05-03 08:10:15","2022-05-03 08:10:33",46269
24537,"Roseville MI","394","Warehouse","27118 GRATIOT AVE","US","MW","Mon-Fri:10:00:00-20:30:00; Sat:09:30:00-18:00:00; Sun:10:00:00-18:00:00","MI","ROSEVILLE","48066-2915","(586) 447-0191","42.495856","-82.937296","Food Court; Gas Station; Hearing Aids; Optical Department; Pharmacy; Tire Service Center; Diesel","","1998-05-01","2022-05-03 08:10:15","2022-05-03 08:10:33",46269
24538,"New Orleans","1147","Warehouse","3900 DUBLIN ST","US","TE","Mon-Fri:10:00:00-20:30:00; Sat:09:30:00-18:00:00; Sun:10:00:00-18:00:00","LA","NEW ORLEANS","70118-4754","(504) 484-5220","29.96749","-90.11015","Food Court; Gas Station; Optical Department; Pharmacy; Tire Service Center","","2013-09-21","2022-05-03 08:10:15","2022-05-03 08:10:33",46269
24539,"St George","672","Warehouse","835 N 3050 E","US","SD","Mon-Fri:10:00:00-20:30:00; Sat:09:30:00-18:00:00; Sun:10:00:00-18:00:00","UT","SAINT GEORGE","84790-9041","(435) 256-0003","37.125261","-113.521711","Food Court; Gas Station; Hearing Aids; Optical Department; Pharmacy; Tire Service Center; Diesel","","2000-11-15","2022-05-03 08:10:15","2022-05-03 08:10:33",46269
