address,city,state,postal_code,latitude,longitude,brand,cheap,fresh,variety,friendly
"1530 S. Commercial St. Neenah, WI 54956",Neenah,WI,54956,44.155403,-88.461385,kroger,4,3,4,3
"828 Fox Point Plaza Neenah, WI 54956",Neenah,WI,54956,44.176142,-88.482137,kroger,4,3,4,3
"1010 22nd Street Two Rivers, WI 54241",Two Rivers,WI,54241,44.15428,-87.5606389,kroger,4,3,4,3
"N135 Stoney Brook Rd Appleton, WI 54915",Appleton,WI,54915,44.24533,-88.352746,kroger,4,3,4,3
"511 West Calumet Street Appleton, WI 54915",Appleton,WI,54915,44.241283,-88.414542,kroger,4,3,4,3
"624 S Church Street Watertown, WI 53094",Watertown,WI,53094,43.188267,-88.7315055,kroger,4,3,4,3
"2700 N. Ballard Ave. APPLETON, WI 54911",Appleton,WI,54911,44.2861969,-88.372519,kroger,4,3,4,3
"210 Dix Street Columbus, WI 53925",Columbus,WI,53925,43.34497,-89.031996,kroger,4,3,4,3
"640 E Main Street SUN PRAIRIE, WI 53590",Sun Prairie,WI,53590,43.1814165,-89.2043715,kroger,4,3,4,3
"1505 Madison Avenue Fort Atkinson, WI 53538",Fort Atkinson,WI,53538,42.939402,-88.860556,kroger,4,3,4,3
"2538 Ironwood Dr. Sun Prairie, WI 53590",Sun Prairie,WI,53590,43.186131,-89.2620384,kroger,4,3,4,3
"621 S. Main Street De Forest, WI 53532",De Forest,WI,53532,43.2402127,-89.3425138,kroger,4,3,4,3
"6010 Cottage Grove Road Madison, WI 53718",Madison,WI,53718,43.085359,-89.275939,kroger,4,3,4,3
"2502 Shopko Dr. MADISON, WI 53704",Madison,WI,53704,43.1133148,-89.3495763,kroger,4,3,4,3
"6540 Monona Dr. Monona, WI 53716",Monona,WI,53716,43.045768,-89.322489,kroger,4,3,4,3
"5709 Hwy. 51 MCFARLAND, WI 53558",Mcfarland,WI,53558,43.0158813,-89.2999607,kroger,4,3,4,3
"1750 Hwy. 51 West STOUGHTON, WI 53589",Stoughton,WI,53589,42.9196632,-89.2420377,kroger,4,3,4,3
"1312 Park St. MADISON, WI 53715",Madison,WI,53715,43.05233,-89.3958435,kroger,4,3,4,3
"3650 University Ave. SHOREWOOD HILLS, WI 53705",Shorewood Hills,WI,53705,43.0765316,-89.4493651,kroger,4,3,4,3
"3010 Cahill Main Fitchburg, WI 53711",Fitchburg,WI,53711,43.018185,-89.421417,kroger,4,3,4,3
"6800 Century Ave. Middleton, WI 53562",Middleton,WI,53562,43.1077744,-89.4979684,kroger,4,3,4,3
"2400 W. Wisconsin Ave. APPLETON, WI 54914",Appleton,WI,54914,44.2746386,-88.4447433,kroger,4,3,4,3
"6655 Grand Avenue GURNEE, IL 60031",Gurnee,IL,60031,42.3834342,-87.9707906,kroger,4,3,4,3
"5710 - 75th Street Kenosha, WI 53142",Kenosha,WI,53142,42.5685798,-87.8771383,kroger,4,3,4,3
"2811 - 18th Street Kenosha, WI 53140",Kenosha,WI,53140,42.6232173,-87.8444179,kroger,4,3,4,3
"1008 Milwaukee Avenue Burlington, WI 53105",Burlington,WI,53105,42.689279,-88.265033,kroger,4,3,4,3
"1720 N. Milwaukee Ave. Vernon Hills, IL 60061",Vernon Hills,IL,60061,42.2568706,-87.9508553,kroger,4,3,4,3
"2820 South Green Bay Road MOUNT PLEASANT, WI 53406",Mount Pleasant,WI,53406,42.6987983,-87.8565992,kroger,4,3,4,3
"1202 N. Green Bay Road Mount Pleasant, WI 53406",Mount Pleasant,WI,53406,42.7355158,-87.8407363,kroger,4,3,4,3
"1350 East Route 22 LAKE ZURICH, IL 60047",Lake Zurich,IL,60047,42.1986628,-88.0607526,kroger,4,3,4,3
"450 W Half Day Rd BUFFALO GROVE, IL 60089",Buffalo Grove,IL,60089,42.1983407,-87.9679276,kroger,4,3,4,3
"105 Northwest Hwy. Crystal Lake, IL 60014",Crystal Lake,IL,60014,42.225307,-88.324142,kroger,4,3,4,3
"2999 Waukegan Road Bannockburn, IL 60015",Bannockburn,IL,60015,42.2030952,-87.8625422,kroger,4,3,4,3
"5111 Douglas Avenue Racine, WI 53402",Racine,WI,53402,42.7859,-87.807312,kroger,4,3,4,3
"545 N. Hicks Road PALATINE, IL 60067",Palatine,IL,60067,42.1199414,-88.0317866,kroger,4,3,4,3
"1250 Village Drive ARLINGTON HEIGHTS, IL 60004",Arlington Heights,IL,60004,42.0985028,-87.9925851,kroger,4,3,4,3
"2575 W Golf Rd Hoffman Estates, IL 60169",Hoffman Estates,IL,60169,42.0451129,-88.1430396,kroger,4,3,4,3
"6655 McKee Road Madison, WI 53719",Madison,WI,53719,43.0136511,-89.4980118,kroger,4,3,4,3
"261 Junction Rd. Madison, WI 53717",Madison,WI,53717,43.0649297,-89.5253329,kroger,4,3,4,3
"N2573 Plaza Dr. Wautoma, WI 54982",Wautoma,WI,54982,44.072299,-89.2713175,kroger,4,3,4,3
"900 E. Riverview Expressway Wisconsin Rapids, WI 54494",Wisconsin Rapids,WI,54494,44.378309,-89.8155229,kroger,4,3,4,3
"1850 Plover Rd. Plover, WI 54467",Plover,WI,54467,44.4562144,-89.5275752,kroger,4,3,4,3
"1500 Pinecrest Ave STEVENS POINT, WI 54481",Stevens Point,WI,54481,44.5208971,-89.5507832,kroger,4,3,4,3
"955 W. Fulton Street Waupaca, WI 54981",Waupaca,WI,54981,44.3558375,-89.1068362,kroger,4,3,4,3
"641 S. Central Avenue MARSHFIELD, WI 54449",Marshfield,WI,54449,44.6610638,-90.1751301,kroger,4,3,4,3
"406 Highway 64 Antigo, WI 54409",Antigo,WI,54409,45.1636884,-89.1467303,kroger,4,3,4,3
"2806 Schofield Avenue Schofield, WI 54476",Schofield,WI,54476,44.908191,-89.5889253,kroger,4,3,4,3
"205 Central Bridge Street WAUSAU, WI 54401",Wausau,WI,54401,44.9670265,-89.6346445,kroger,4,3,4,3
"10101 Market Street MOSINEE, WI 54474",Mosinee,WI,54474,44.8646897,-89.6342833,kroger,4,3,4,3
"256 Lake St. PHILLIPS, WI 54555",Phillips,WI,54555,45.6874453,-90.3952399,kroger,4,3,4,3
"717 West College Bozeman, MT 59715",Bozeman,MT,59715,45.671414,-111.047681,kroger,4,3,4,3
"1400 N 19Th Ave Bozeman, MT 59718",Bozeman,MT,59718,45.6944818,-111.0599448,kroger,4,3,4,3
"1910 West Main Bozeman, MT 59718",Bozeman,MT,59718,45.679048,-111.063144,kroger,4,3,4,3
"3726 2nd Avenue North Great Falls, MT 59401",Great Falls,MT,59401,47.506906,-111.241796,kroger,4,3,4,3
"900 1st Avenue North Great Falls, MT 59401",Great Falls,MT,59401,47.505942,-111.291415,kroger,4,3,4,3
"601 Smelter Avenue Great Falls, MT 59404",Great Falls,MT,59404,47.524912,-111.299811,kroger,4,3,4,3
"1225 Central Avenue West Great Falls, MT 59404",Great Falls,MT,59404,47.508229,-111.333542,kroger,4,3,4,3
"1601 Market Place Dr Great Falls, MT 59404",Great Falls,MT,59404,47.4847247,-111.3411345,kroger,4,3,4,3
"195 3Rd Avenue East N Kalispell, MT 59901",Kalispell,MT,59901,48.2017405,-114.3094,kroger,4,3,4,3
"150 Half Mood Rd Columbia Falls, MT 59912",Columbia Falls,MT,59912,48.3711134,-114.2412217,kroger,4,3,4,3
"419 Nucleus Ave Columbia Falls, MT 59912",Columbia Falls,MT,59912,48.374602,-114.180273,kroger,4,3,4,3
"2701 Columbus St Ottawa, IL 61350",Ottawa,IL,61350,41.370338,-88.838075,kroger,4,3,4,3
"301 E Mckinley Rd Ottawa, IL 61350",Ottawa,IL,61350,41.3236542,-88.8360123,kroger,4,3,4,3
"2399 N Bloomington St Streator, IL 61364",Streator,IL,61364,41.1492535,-88.833386,kroger,4,3,4,3
"1550 E College Ave Normal, IL 61761",Normal,IL,61761,40.5118284,-88.9561112,kroger,4,3,4,3
"1502 N Main St Bloomington, IL 61701",Bloomington,IL,61701,40.4942042,-88.9948284,kroger,4,3,4,3
"2507 E Oakland Ave Bloomington, IL 61701",Bloomington,IL,61701,40.4718749,-88.9543931,kroger,4,3,4,3
"603 S 4th St Chillicothe, IL 61523",Chillicothe,IL,61523,40.902739,-89.495483,kroger,4,3,4,3
"20 Cherry Tree Shopping Center Washington, IL 61571",Washington,IL,61571,40.706467,-89.4468667,kroger,4,3,4,3
"9219 N Lindbergh Dr Peoria, IL 61615",Peoria,IL,61615,40.7998179,-89.6117665,kroger,4,3,4,3
"1001 W Jackson St Morton, IL 61550",Morton,IL,61550,40.6211009,-89.4709273,kroger,4,3,4,3
"801 W Lake Ave Peoria, IL 61614",Peoria,IL,61614,40.7414064,-89.6042446,kroger,4,3,4,3
"201 S Main St East Peoria, IL 61611",East Peoria,IL,61611,40.6646016,-89.5808218,kroger,4,3,4,3
"3311 N Sterling Ave Peoria, IL 61604",Peoria,IL,61604,40.7278586,-89.6338988,kroger,4,3,4,3
"1405 W Garfield Ave Bartonville, IL 61607",Bartonville,IL,61607,40.6462452,-89.6750279,kroger,4,3,4,3
"1607 Broadway St Pekin, IL 61554",Pekin,IL,61554,40.5688641,-89.6284805,kroger,4,3,4,3
"1741 E Chestnut St Canton, IL 61520",Canton,IL,61520,40.557523,-90.00565,kroger,4,3,4,3
"2711 East Sangamon Springfield, IL 62702",Springfield,IL,62702,39.8324633,-89.614973,kroger,4,3,4,3
"3070 N Water St Decatur, IL 62526",Decatur,IL,62526,39.8779267,-88.952885,kroger,4,3,4,3
"255 W 1st Dr Decatur, IL 62521",Decatur,IL,62521,39.8214416,-88.9579138,kroger,4,3,4,3
"1818 Airport Plaza Decatur, IL 62521",Decatur,IL,62521,39.8205993,-88.8819432,kroger,4,3,4,3
"201 E Bidwell St Taylorville, IL 62568",Taylorville,IL,62568,39.5605074,-89.2941297,kroger,4,3,4,3
"5771 Godfrey Rd. Godfrey, IL 62035",Godfrey,IL,62035,38.9501312,-90.1893036,kroger,4,3,4,3
"3801 Nameokie Rd Suite 22 Granite City, IL 62040",Granite City,IL,62040,38.7227256,-90.1242933,kroger,4,3,4,3
"10009 Bellefontaine Road Saint Louis, MO 63137",Saint Louis,MO,63137,38.7499412,-90.2252979,kroger,4,3,4,3
"1984 Vandalia St. Collinsville, IL 62234",Collinsville,IL,62234,38.6948565,-89.9663562,kroger,4,3,4,3
"11050 Saint Charles Rock Rd. Saint Ann, MO 63074",Saint Ann,MO,63074,38.7343223,-90.3947938,kroger,4,3,4,3
"10850 Lincoln Trail, Suite 12B Fairview Heights, IL 62208",Fairview Heights,IL,62208,38.5918159,-89.991043,kroger,4,3,4,3
"2675 Northtown Way Highland, IL 62249",Highland,IL,62249,38.7514723,-89.6826671,kroger,4,3,4,3
"2700 S. Grand Blvd. Saint Louis, MO 63118",Saint Louis,MO,63118,38.6072937,-90.2405563,kroger,4,3,4,3
"1703 North Belt West Belleville, IL 62226",Belleville,IL,62226,38.5419951,-90.0025424,kroger,4,3,4,3
"2458 West Clay Street Saint Charles, MO 63301",Saint Charles,MO,63301,38.7850937,-90.5118462,kroger,4,3,4,3
"456 E Saint Louis St Nashville, IL 62263",Nashville,IL,62263,38.3430413,-89.3793193,kroger,4,3,4,3
"1 Troy Sq Troy, MO 63379",Troy,MO,63379,38.9884936,-90.976085,kroger,4,3,4,3
"550 E Industrial Park Rd Murphysboro, IL 62966",Murphysboro,IL,62966,37.7883258,-89.323662,kroger,4,3,4,3
"501 N Giant City Rd Carbondale, IL 62901",Carbondale,IL,62901,37.731068,-89.182823,kroger,4,3,4,3
"415 S 42Nd St Mount Vernon, IL 62864",Mount Vernon,IL,62864,38.3116131,-88.9433448,kroger,4,3,4,3
"10 West Frankfort Plz W Frankfort, IL 62896",W Frankfort,IL,62896,37.8956537,-88.9494096,kroger,4,3,4,3
"1609 S Park Ave Herrin, IL 62948",Herrin,IL,62948,37.7883833,-89.0295537,kroger,4,3,4,3
"1704 W Deyoung St Marion, IL 62959",Marion,IL,62959,37.7427572,-88.9457042,kroger,4,3,4,3
"2770 N.Westwood Poplar Bluff, MO 63901",Poplar Bluff,MO,63901,36.7864192,-90.4286469,kroger,4,3,4,3
"1725 S. Caraway Road Jonesboro, AR 72401",Jonesboro,AR,72401,35.823776,-90.679944,kroger,4,3,4,3
"10111 Woodland Road Lenexa, KS 66220",Lenexa,KS,66220,38.944164,-94.815575,kroger,4,3,4,3
"720 Eisenhower Rd Leavenworth, KS 66048",Leavenworth,KS,66048,39.2679367,-94.9200065,kroger,4,3,4,3
"1436 Church Eudora, KS 66025",Eudora,KS,66025,38.933827,-95.095418,kroger,4,3,4,3
"1611 East 23rd Lawrence, KS 66046",Lawrence,KS,66046,38.942189,-95.21505,kroger,4,3,4,3
"1740 Massachusetts Ave. Lawrence, KS 66044",Lawrence,KS,66044,38.9518574,-95.2352949,kroger,4,3,4,3
"753 Hebron Road Heath, OH 43056",Heath,OH,43056,38.950371,-95.235259,kroger,4,3,4,3
"3000 W 6Th St Lawrence, KS 66049",Lawrence,KS,66049,38.9726352,-95.2716393,kroger,4,3,4,3
"3440 West 6th Street Lawrence, KS 66049",Lawrence,KS,66049,38.971892,-95.280972,kroger,4,3,4,3
"1015 W 23Rd St Lawrence, KS 66046",Lawrence,KS,66046,38.9420659,-95.2485283,kroger,4,3,4,3
"1420 Kasold Lawrence, KS 66049",Lawrence,KS,66049,38.957802,-95.278284,kroger,4,3,4,3
"4701 W 6Th St Lawrence, KS 66049",Lawrence,KS,66049,38.9702211,-95.304068,kroger,4,3,4,3
"4841 West 6th Street Lawrence, KS 66049",Lawrence,KS,66049,38.970979,-95.306305,kroger,4,3,4,3
"522 Ames St. Baldwin City, KS 66006",Baldwin City,KS,66006,38.782893,-95.185755,kroger,4,3,4,3
"746 Wabash Topeka, KS 66616",Topeka,KS,66616,39.065901,-95.639445,kroger,4,3,4,3
"800 NW 25th St Topeka, KS 66618",Topeka,KS,66618,39.093561,-95.6745644,kroger,4,3,4,3
"1953 Morse Road Columbus, OH 43229",Columbus,OH,43229,39.07199,-95.670407,kroger,4,3,4,3
"2010 SE 29th St Topeka, KS 66605",Topeka,KS,66605,39.0165768,-95.6499508,kroger,4,3,4,3
"1700 Sw Topeka Blvd. Topeka, KS 66612",Topeka,KS,66612,39.03673,-95.682503,kroger,4,3,4,3
"2731 Winchester Pike Columbus, OH 43232",Columbus,OH,43232,39.000661,-95.679323,kroger,4,3,4,3
"2600 N Broadway St Pittsburg, KS 66762",Pittsburg,KS,66762,37.4320742,-94.7036474,kroger,4,3,4,3
"605 W 4Th St Rolla, MO 65401",Rolla,MO,65401,37.9467154,-91.7762367,kroger,4,3,4,3
"2101 Schotthill Woods Dr Jefferson City, MO 65101",Jefferson City,MO,65101,38.5486427,-92.1473374,kroger,4,3,4,3
"2805 W Truman Blvd Jefferson City, MO 65109",Jefferson City,MO,65109,38.5940199,-92.2250727,kroger,4,3,4,3
"410 E North St Eldon, MO 65026",Eldon,MO,65026,38.3499005,-92.5769667,kroger,4,3,4,3
"1159 E Us Highway 54 Camdenton, MO 65020",Camdenton,MO,65020,38.0210562,-92.7296932,kroger,4,3,4,3
"1729 W Broadway Columbia, MO 65203",Columbia,MO,65203,38.9560377,-92.3643952,kroger,4,3,4,3
"2900 Paris Rd Columbia, MO 65202",Columbia,MO,65202,38.9794561,-92.2933515,kroger,4,3,4,3
"4015 Sw 10Th Ave Topeka, KS 66604",Topeka,KS,66604,39.0504939,-95.7274241,kroger,4,3,4,3
"2619 SW 21st Street Topeka, KS 66604",Topeka,KS,66604,39.02944,-95.710193,kroger,4,3,4,3
"2815 Sw 29Th St Topeka, KS 66614",Topeka,KS,66614,39.0141362,-95.7132721,kroger,4,3,4,3
"5311 SW 22nd Pl Topeka, KS 66614",Topeka,KS,66614,39.0266857,-95.7446748,kroger,4,3,4,3
"3000 Centerpoint Drive Urbancrest, OH 43123",Urbancrest,OH,43123,39.029637,-95.750836,kroger,4,3,4,3
"6829 Sw 29Th St Topeka, KS 66614",Topeka,KS,66614,39.0134048,-95.7822483,kroger,4,3,4,3
"902 E 12Th Ave Emporia, KS 66801",Emporia,KS,66801,38.4129842,-96.1675826,kroger,4,3,4,3
"130 Sarber Ln Manhattan, KS 66502",Manhattan,KS,66502,39.1826908,-96.5560699,kroger,4,3,4,3
"1337 Anderson Manhattan, KS 66502",Manhattan,KS,66502,39.185684,-96.577899,kroger,4,3,4,3
"1101 Westloop Pl Manhattan, KS 66502",Manhattan,KS,66502,39.1914668,-96.6111358,kroger,4,3,4,3
"618 W 6Th St Junction City, KS 66441",Junction City,KS,66441,39.0290296,-96.8400809,kroger,4,3,4,3
"657 Fairdale Road Salina, KS 67401",Salina,KS,67401,38.827465,-97.572335,kroger,4,3,4,3
"1235 E Cloud St Salina, KS 67401",Salina,KS,67401,38.813746,-97.592327,kroger,4,3,4,3
"2003 South Ohio Salina, KS 67401",Salina,KS,67401,38.808566,-97.593846,kroger,4,3,4,3
"1600 South 9th Salina, KS 67401",Salina,KS,67401,38.814089,-97.613281,kroger,4,3,4,3
"1201 W Crawford St Salina, KS 67401",Salina,KS,67401,38.8260115,-97.6236547,kroger,4,3,4,3
"2350 Planet Ave Salina, KS 67401",Salina,KS,67401,38.7995496,-97.6149182,kroger,4,3,4,3
"3900 S. High Street Columbus, OH 43207",Columbus,OH,43207,38.783131,-97.613831,kroger,4,3,4,3
"1727 West Crawford Salina, KS 67401",Salina,KS,67401,38.826679,-97.634565,kroger,4,3,4,3
"700 N Main St El Dorado, KS 67042",El Dorado,KS,67042,37.825213,-96.847924,kroger,4,3,4,3
"1510 Ohio St Augusta, KS 67010",Augusta,KS,67010,37.6909718,-96.9699708,kroger,4,3,4,3
"815 North Main St. Benton, KS 67017",Benton,KS,67017,37.795697,-97.108402,kroger,4,3,4,3
"950 Georgesville Rd. Columbus, OH 43228",Columbus,OH,43228,37.680155,-97.136045,kroger,4,3,4,3
"225 E Cloud Ave Andover, KS 67002",Andover,KS,67002,37.676928,-97.1330589,kroger,4,3,4,3
"1410 S Kansas Ave Newton, KS 67114",Newton,KS,67114,38.0276455,-97.3343538,kroger,4,3,4,3
"1216 N Main St Newton, KS 67114",Newton,KS,67114,38.0564088,-97.3428343,kroger,4,3,4,3
"2142 North Webb Road Wichita, KS 67206",Wichita,KS,67206,37.72245,-97.225601,kroger,4,3,4,3
"2244 N Rock Road Court Wichita, KS 67226",Wichita,KS,67226,37.7246494,-97.2424328,kroger,4,3,4,3
"3707 N Woodlawn Blvd Wichita, KS 67220",Wichita,KS,67220,37.7507235,-97.2640049,kroger,4,3,4,3
"7707 E Central Ave Wichita, KS 67206",Wichita,KS,67206,37.6921613,-97.2460114,kroger,4,3,4,3
"9450 E Harry St Wichita, KS 67207",Wichita,KS,67207,37.6659073,-97.2273631,kroger,4,3,4,3
"4802 East 21st St. N Wichita, KS 67208",Wichita,KS,67208,37.722959,-97.280641,kroger,4,3,4,3
"5410 Air Cap Drive Park City, KS 67219",Park City,KS,67219,37.79134,-97.328255,kroger,4,3,4,3
"110 East 5th Street Valley Center, KS 67147",Valley Center,KS,67147,37.83992,-97.371552,kroger,4,3,4,3
"5500 E Harry St Wichita, KS 67218",Wichita,KS,67218,37.6659634,-97.2726503,kroger,4,3,4,3
"3020 E Douglas Ave Wichita, KS 67214",Wichita,KS,67214,37.6873055,-97.3003488,kroger,4,3,4,3
"2809 East Douglas Wichita, KS 67211",Wichita,KS,67211,37.685988,-97.303205,kroger,4,3,4,3
"710 West 29th Street Nort Wichita, KS 67204",Wichita,KS,67204,37.737728,-97.345179,kroger,4,3,4,3
"2750 South Oliver Street Wichita, KS 67210",Wichita,KS,67210,37.642732,-97.279998,kroger,4,3,4,3
"2424 West 37th Street Nor Wichita, KS 67204",Wichita,KS,67204,37.752654,-97.370885,kroger,4,3,4,3
"1910 W 21st St N Wichita, KS 67203",Wichita,KS,67203,37.7235772,-97.3610638,kroger,4,3,4,3
"1624 N Rock Rd Derby, KS 67037",Derby,KS,67037,37.5636666,-97.2412639,kroger,4,3,4,3
"1880 East Broad Street Columbus, OH 43203",Columbus,OH,43203,37.605573,-97.293595,kroger,4,3,4,3
"1431 North Rock Road Derby, KS 67037",Derby,KS,67037,37.561958,-97.245068,kroger,4,3,4,3
"3932 W 13Th St N Wichita, KS 67203",Wichita,KS,67203,37.7097332,-97.3883502,kroger,4,3,4,3
"3959 South Hydraulic Wichita, KS 67216",Wichita,KS,67216,37.622997,-97.31628,kroger,4,3,4,3
"200 West Patriot Avenue Derby, KS 67037",Derby,KS,67037,37.577646,-97.271848,kroger,4,3,4,3
"7107 West 37th Street Nor Wichita, KS 67205",Wichita,KS,67205,37.751624,-97.425666,kroger,4,3,4,3
"640 N West St Wichita, KS 67203",Wichita,KS,67203,37.6941126,-97.3881759,kroger,4,3,4,3
"3211 S Seneca St Wichita, KS 67217",Wichita,KS,67217,37.6359437,-97.3541231,kroger,4,3,4,3
"200 W Greenway St Derby, KS 67037",Derby,KS,67037,37.5580231,-97.2721672,kroger,4,3,4,3
"656 S. West St. Wichita, KS 67213",Wichita,KS,67213,37.674337,-97.388517,kroger,4,3,4,3
"4747 S Broadway St Wichita, KS 67216",Wichita,KS,67216,37.6091931,-97.3355394,kroger,4,3,4,3
"5340 North Maize Road Maize, KS 67101",Maize,KS,67101,37.78006,-97.462672,kroger,4,3,4,3
"4811 South Seneca Wichita, KS 67217",Wichita,KS,67217,37.607513,-97.352962,kroger,4,3,4,3
"3750 North Maize Road Wichita, KS 67205",Wichita,KS,67205,37.750827,-97.462862,kroger,4,3,4,3
"8828 W 13Th St N Wichita, KS 67212",Wichita,KS,67212,37.7100006,-97.4457417,kroger,4,3,4,3
"277 South Ridge Rd. Wichita, KS 67209",Wichita,KS,67209,37.680257,-97.4265034,kroger,4,3,4,3
"2212 N Maize Rd Wichita, KS 67205",Wichita,KS,67205,37.723972,-97.461032,kroger,4,3,4,3
"10222 W 21St St N Wichita, KS 67205",Wichita,KS,67205,37.724055,-97.4611465,kroger,4,3,4,3
"1111 W 8Th St Wellington, KS 67152",Wellington,KS,67152,37.2683832,-97.411695,kroger,4,3,4,3
"7150 S Meridian Ave Haysville, KS 67060",Haysville,KS,67060,37.565164,-97.370418,kroger,4,3,4,3
"13415 W Maple St Wichita, KS 67235",Wichita,KS,67235,37.677042,-97.496946,kroger,4,3,4,3
"1203 N 2Nd Ave Mulvane, KS 67110",Mulvane,KS,67110,37.4866879,-97.2452175,kroger,4,3,4,3
"10515 W Central Ave Wichita, KS 67212",Wichita,KS,67212,37.6927303,-97.4646066,kroger,4,3,4,3
"10304 W 13Th St N Wichita, KS 67212",Wichita,KS,67212,37.708702,-97.4621429,kroger,4,3,4,3
"100 Industrial Drive / P. Haven, KS 67543",Haven,KS,67543,37.897243,-97.782302,kroger,4,3,4,3
"2310 Main St Winfield, KS 67156",Winfield,KS,67156,37.2259182,-96.9936985,kroger,4,3,4,3
"425 N Summit St Arkansas City, KS 67005",Arkansas City,KS,67005,37.0665729,-97.0399322,kroger,4,3,4,3
"515 East Dean P.O. Box 55 Burrton, KS 67020",Burrton,KS,67020,38.028715,-97.6665446,kroger,4,3,4,3
"1401 East 4th Avenue Hutchinson, KS 67501",Hutchinson,KS,67501,38.0571,-97.9035,kroger,4,3,4,3
"8 North Main South Hutchinson, KS 67505",South Hutchinson,KS,67505,38.0282,-97.9398,kroger,4,3,4,3
"725 E 4Th Ave Hutchinson, KS 67501",Hutchinson,KS,67501,38.0570601,-97.9161782,kroger,4,3,4,3
"1401 East 17th Hutchinson, KS 67501",Hutchinson,KS,67501,38.071798,-97.903325,kroger,4,3,4,3
"820 East Kansas McPherson, KS 67460",Mcpherson,KS,67460,38.369225,-97.653857,kroger,4,3,4,3
"1320 N Main St Mc Pherson, KS 67460",Mc Pherson,KS,67460,38.3834074,-97.6656704,kroger,4,3,4,3
"3200 Plaza East Dr. Hutchinson, KS 67502",Hutchinson,KS,67502,38.0890901,-97.895862,kroger,4,3,4,3
"1330 East 30th Avenue Hutchinson, KS 67502",Hutchinson,KS,67502,38.087173,-97.904242,kroger,4,3,4,3
"4216 North Plum Hutchinson, KS 67502",Hutchinson,KS,67502,38.100695,-97.921379,kroger,4,3,4,3
"434 East 17th Hutchinson, KS 67501",Hutchinson,KS,67501,38.072353,-97.922611,kroger,4,3,4,3
"2617 North Main Hutchinson, KS 67502",Hutchinson,KS,67502,38.082896,-97.932414,kroger,4,3,4,3
"1321 N Main St Hutchinson, KS 67501",Hutchinson,KS,67501,38.0680302,-97.9322571,kroger,4,3,4,3
"1701 North Monroe Hutchinson, KS 67502",Hutchinson,KS,67502,38.071685,-97.941026,kroger,4,3,4,3
"206 W 5Th Ave Hutchinson, KS 67501",Hutchinson,KS,67501,38.0592909,-97.9362941,kroger,4,3,4,3
"500 North Monroe Street Hutchinson, KS 67501",Hutchinson,KS,67501,38.058611,-97.939938,kroger,4,3,4,3
"12 South Nickerson Nickerson, KS 67561",Nickerson,KS,67561,38.144846,-98.083565,kroger,4,3,4,3
"1108 E 1St St Pratt, KS 67124",Pratt,KS,67124,37.6465387,-98.7276217,kroger,4,3,4,3
"203 W Kansas Ave Greensburg, KS 67054",Greensburg,KS,67054,37.605786,-99.294799,kroger,4,3,4,3
"721 S. Hamilton Road Whitehall, OH 43213",Whitehall,OH,43213,37.753999,-100.033394,kroger,4,3,4,3
"1811 Central Dodge City, KS 67801",Dodge City,KS,67801,37.766261,-100.016723,kroger,4,3,4,3
"1700 N 14Th Ave Dodge City, KS 67801",Dodge City,KS,67801,37.7647784,-100.0314798,kroger,4,3,4,3
"510 North Douglas Ellsworth, KS 67439",Ellsworth,KS,67439,38.732722,-98.228036,kroger,4,3,4,3
"212 S Broadway Ave Sterling, KS 67579",Sterling,KS,67579,38.2080439,-98.2064226,kroger,4,3,4,3
"2334 North Main Great Bend, KS 67530",Great Bend,KS,67530,38.376061,-98.764823,kroger,4,3,4,3
"1811 Main St Great Bend, KS 67530",Great Bend,KS,67530,38.3703081,-98.7656017,kroger,4,3,4,3
"3907 Broadway Great Bend, KS 67530",Great Bend,KS,67530,38.366077,-98.791723,kroger,4,3,4,3
"4107 10Th St Great Bend, KS 67530",Great Bend,KS,67530,38.3599667,-98.7941046,kroger,4,3,4,3
"1323 Broadway Larned, KS 67550",Larned,KS,67550,38.187825,-99.098757,kroger,4,3,4,3
"423 Main St Larned, KS 67550",Larned,KS,67550,38.178162,-99.1005843,kroger,4,3,4,3
"1902 Vine St Hays, KS 67601",Hays,KS,67601,38.875425,-99.3163489,kroger,4,3,4,3
"531 West 27Th Street Hays, KS 67601",Hays,KS,67601,38.8862339,-99.3353089,kroger,4,3,4,3
"100 East Long Box 418 Dighton, KS 67839",Dighton,KS,67839,38.481893,-100.466626,kroger,4,3,4,3
"1605 S Range Ave Colby, KS 67701",Colby,KS,67701,39.3741781,-101.0531466,kroger,4,3,4,3
"6195 Cleveland Ave Columbus, OH 43231",Columbus,OH,43231,37.976076,-100.846707,kroger,4,3,4,3
"1305 E Kansas Ave Garden City, KS 67846",Garden City,KS,67846,37.9764768,-100.8579413,kroger,4,3,4,3
"1211 Buffalo Jones Ave Garden City, KS 67846",Garden City,KS,67846,37.9766476,-100.8846112,kroger,4,3,4,3
"1417 N Kansas Ave Liberal, KS 67901",Liberal,KS,67901,37.05355,-100.920279,kroger,4,3,4,3
"2010 Country Club Rd. Lake Charles, LA 70605",Lake Charles,LA,70605,30.1709295,-93.2515125,kroger,4,3,4,3
"1421 S. Beglis Sulphur, LA 70663",Sulphur,LA,70663,30.226548,-93.3610573,kroger,4,3,4,3
"1422 Macarthur Dr Alexandria, LA 71301",Alexandria,LA,71301,31.2825225,-92.4765546,kroger,4,3,4,3
"1600 N 16Th St Orange, TX 77630",Orange,TX,77630,30.1057221,-93.7464361,kroger,4,3,4,3
